"Taste","Texture","Crust","Temperature","Humidity","BakeTime","Proof1","Proof2","Coating","Oil","Egg","PctLiquid","BakeTemp","DayOfYear"
6,7,7,24.6,28.9,30,2.5,15,0.1,0,1,60,165,13
6,8,8,22.9,32.2,35,3,75,0.5,0,0,70,190,27
5,8,8,17.2,30.6,50,3,30,0.1,20,0,70,165,56
5,8,9,23.4,30.3,50,1.5,60,0.4,40,0,80,177,83
7,7,8,17.7,26.3,35,3,15,0.5,30,2,80,177,70
6,9,7,19.6,29.3,35,1,75,0.2,30,0,60,177,55
8,8,8,20.2,27.3,40,3,90,0.5,40,2,60,200,42
7,8,7,18.9,32.9,35,3,30,0.1,40,2,80,200,34
4,8,7,19.6,34.9,45,1,60,0.3,0,0,80,200,82
7,9,8,20.5,26.6,50,2.5,15,0.3,40,0,60,200,34
5,7,8,18.1,31.2,40,2.5,30,0.1,40,0,70,200,42
8,7,7,19.9,30.9,45,1.5,60,0.2,20,2,60,165,19
7,7,7,20.1,33,50,2.5,60,0.1,20,0,70,200,29
7,9,8,21,31.7,40,2.5,15,0.4,40,1,70,177,28
6,9,9,22.1,28.8,45,1.5,60,0.1,20,0,70,177,33
7,7,6,25.5,26.4,30,2,60,0.5,40,2,70,165,59
5,8,8,19.3,31.4,50,2,75,0.2,20,0,60,165,76
6,8,6,20.2,25.4,45,1.5,15,0.5,20,2,60,190,80
7,6,5,20.5,25.7,35,1.5,45,0.1,0,2,70,177,73
5,6,6,18.3,22.2,45,1,30,0.5,0,0,70,177,93
7,7,6,23.8,25.9,45,1.5,90,0.2,30,2,70,200,19
4,6,7,16.8,32,35,2,60,0.3,0,1,70,200,59
5,8,7,22.9,31.3,30,1.5,15,0.1,30,2,80,200,71
5,9,7,21.3,28.3,50,1.5,15,0.4,30,2,80,177,62
8,7,7,22.4,25.9,50,1,60,0.5,20,2,80,177,63
5,6,8,14.5,30.7,50,2,75,0.5,20,0,70,165,46
6,10,8,20.4,29.2,30,2.5,75,0.2,30,0,60,190,18
7,5,7,17.7,27.6,40,3,90,0.1,30,2,80,200,4
6,8,8,21.6,26.2,35,1.5,90,0.4,40,0,60,200,73
6,9,7,19.4,23.5,30,2,15,0.1,20,0,70,190,7
6,7,8,17.5,30.8,45,2.5,75,0.3,30,2,70,200,2
5,8,8,19.5,30.5,35,3,60,0.1,30,0,60,190,77
3,8,9,23.4,29.2,40,3,45,0.4,20,0,80,200,48
6,7,6,22.2,32.6,50,2,15,0.5,0,2,60,200,10
7,7,8,22.1,29.6,40,3,30,0.4,20,0,60,165,20
5,8,6,23.1,35.5,40,3,15,0.2,30,1,60,165,47
5,7,8,22,31.1,40,3,30,0.3,0,0,80,177,54
8,8,8,21.6,27.7,40,1,90,0.5,40,2,60,200,91
8,8,7,20.6,28.9,50,2,45,0.3,40,2,80,200,54
7,8,9,20.4,29.5,40,1.5,90,0.4,40,1,80,177,8
5,8,7,19.6,32.6,45,2.5,75,0.1,0,0,80,200,80
6,7,6,22.5,31.5,30,2.5,75,0.2,0,2,60,200,76
6,8,8,24.4,27.9,35,3,30,0.4,40,1,80,200,53
6,8,7,21.6,34.5,50,2,15,0.3,40,0,60,165,27
7,6,9,17.1,30.2,30,2,60,0.3,20,1,80,165,30
8,8,7,22.5,28.6,35,2.5,90,0.3,40,2,70,190,93
4,9,9,22.3,28.5,50,3,75,0.2,30,0,70,190,68
6,8,9,22.6,29.7,30,3,45,0.5,0,1,80,190,69
5,7,9,15.9,29.8,35,3,45,0.4,30,0,70,200,40
6,8,7,21,35.4,30,1,75,0.5,20,1,70,190,60
8,8,7,19.9,33.8,35,2.5,75,0.3,40,1,70,177,38
4,8,6,19.6,23.8,50,1.5,45,0.3,40,2,70,165,60
6,7,6,23.5,28.8,45,2,60,0.2,0,2,70,190,75
7,8,8,18.5,32.2,45,3,75,0.4,40,1,60,190,81
6,9,7,20.7,29.1,50,2,75,0.1,0,1,80,177,61
6,6,7,16.5,29.1,50,2,30,0.1,0,2,60,165,27
8,8,7,22.1,27.9,30,2.5,60,0.3,20,0,60,165,43
3,6,9,18.4,31.5,35,1.5,30,0.3,0,0,60,190,53
4,8,7,21.5,33.8,45,2,75,0.5,20,1,60,200,74
5,9,8,19.2,26.9,50,1.5,90,0.3,40,1,70,200,52
8,8,7,20.1,27.8,50,1.5,30,0.5,30,2,70,177,56
8,7,6,19,26.1,40,1.5,90,0.1,40,2,80,190,22
6,9,9,20.8,29.5,35,1,45,0.5,30,0,60,200,87
6,6,6,25.5,36,45,2,60,0.4,0,2,80,177,47
6,7,7,19.9,27.4,35,2.5,75,0.1,30,1,60,200,65
3,6,7,21.1,31.9,30,2,45,0.3,40,1,80,165,70
5,8,8,18.4,28,40,3,90,0.3,0,0,70,190,36
4,6,9,21.4,27.1,30,3,60,0.5,20,0,60,177,30
5,6,7,22.8,32.9,45,1,60,0.3,0,1,70,190,21
6,8,7,20.3,32.4,30,1.5,30,0.1,40,1,80,200,45
5,7,6,23.3,30.1,40,1,15,0.2,0,2,60,190,83
6,7,6,17.7,29.2,30,2.5,75,0.2,0,2,80,165,56
5,7,7,21.3,36.8,40,2.5,30,0.3,40,0,80,177,47
6,8,7,21.1,27.1,50,1.5,45,0.1,30,2,70,165,84
7,8,8,20,32.3,35,1,30,0.4,20,2,60,177,73
9,8,7,21.6,28.3,45,3,60,0.1,40,1,70,190,38
6,8,9,22.9,30.3,40,2.5,60,0.4,20,0,60,165,72
7,6,8,19.4,29.2,40,3,75,0.4,20,0,60,165,69
8,8,7,22.1,35.5,30,3,60,0.3,40,2,60,165,82
5,9,7,19.8,30.8,45,2,15,0.3,30,2,80,190,66
6,8,9,20.7,30.4,35,1.5,45,0.4,40,0,80,177,77
6,7,8,22.3,30.9,30,2.5,90,0.2,20,0,80,190,15
7,7,8,23.7,29,45,1.5,75,0.5,40,2,60,165,81
5,6,7,18.5,33,35,1.5,90,0.1,0,1,80,190,81
6,7,8,22.1,33,50,1,30,0.5,20,2,70,200,87
6,8,7,19.6,31.7,50,1.5,45,0.3,20,2,80,200,68
9,8,6,23.3,24.1,50,3,90,0.3,30,2,60,177,69
6,7,5,21.7,38.9,30,2,60,0.3,20,1,60,177,59
2,7,7,18.2,25.1,50,2,30,0.5,20,0,80,165,1
6,6,8,19.3,28.4,40,2,60,0.1,20,0,80,165,61
7,6,8,21.9,33.6,50,2.5,60,0.5,30,0,70,165,25
5,9,8,19,31,50,2,30,0.3,20,1,70,165,7
6,7,9,21,29.6,35,2,75,0.1,30,0,60,200,66
7,7,7,21.8,25.3,50,2.5,60,0.4,40,1,70,177,60
6,6,7,19.3,32.6,30,1,30,0.2,0,1,60,200,12
6,7,8,25.6,31.1,45,3,45,0.4,40,0,80,165,64
6,6,6,16.9,24.8,35,1,45,0.4,0,1,80,165,38
6,7,7,20.5,30.7,30,2,45,0.2,40,2,70,177,66
8,8,9,19.6,31.2,40,2.5,90,0.5,30,1,60,190,50
8,6,7,19.4,36.2,35,3,45,0.4,20,2,80,200,28
4,7,7,20.6,27,30,1,30,0.5,0,2,70,177,7
6,9,7,22.5,30.5,50,3,30,0.1,30,1,60,177,67
5,9,9,20.5,27.8,45,2,60,0.5,20,0,60,177,19
6,8,7,20.3,29.7,30,2,45,0.2,30,2,70,200,56
4,7,8,23.6,24.9,45,2.5,15,0.5,20,0,70,200,29
6,7,4,28.3,43.1,50,3,60,0.1,40,1,80,200,47
7,8,8,21,28.5,40,1,90,0.4,40,2,70,165,76
6,9,8,22.1,27.6,50,1,15,0.5,40,2,70,190,2
6,8,9,21.4,31.6,35,1.5,90,0.3,20,0,80,177,14
7,9,9,19.3,30.8,50,2.5,60,0.1,40,0,70,200,42
4,9,4,21.3,41.9,40,2,45,0.2,20,0,70,165,47
5,6,7,23.6,33.1,35,2.5,30,0.2,0,0,70,165,83
6,8,7,21.3,31.2,40,3,30,0.3,0,1,60,177,57
6,7,7,23.1,30,30,2,75,0.3,20,1,70,165,48
5,8,8,20.4,30.9,30,3,60,0.1,40,0,70,165,91
5,8,9,20.2,33.9,30,2,45,0.5,30,0,60,200,24
4,6,9,25,30.5,50,3,60,0.4,0,0,70,177,74
7,9,7,22.4,25.2,35,2,90,0.2,30,0,70,190,53
4,8,8,18.1,30.5,50,1.5,15,0.3,40,2,80,190,69
7,6,5,25.9,38.6,30,1,45,0.2,20,2,70,200,47
7,7,6,18.4,31.6,40,1,75,0.1,0,2,80,190,48
6,9,7,20.9,32.7,35,1,60,0.4,0,2,60,177,86
6,7,7,18.3,28.4,50,1,45,0.1,30,2,80,165,20
8,9,8,22.2,27.5,50,3,75,0.4,40,2,70,190,26
6,6,6,20,25.6,35,2,90,0.5,0,1,60,200,1
6,7,9,25.1,29.6,30,2.5,30,0.5,0,1,80,165,46
6,7,9,19.6,31.4,45,1,30,0.2,20,1,60,190,69
7,7,6,19.4,35.8,45,1.5,60,0.5,20,2,80,200,17
6,7,7,18.5,28.9,40,3,45,0.1,0,2,70,165,5
5,7,7,20.4,30.3,45,2,60,0.1,20,2,80,177,42
6,7,8,20.9,27.7,35,1,30,0.2,0,1,80,177,50
6,8,9,23.3,31.7,40,2.5,30,0.5,40,1,80,200,51
4,7,7,13.1,27,40,3,60,0.5,30,1,80,165,37
6,6,8,23.7,28.1,35,3,90,0.2,30,1,70,190,52
7,8,9,20,30.6,40,2.5,30,0.5,30,1,80,190,8
7,7,8,21.8,31.1,30,3,90,0.2,40,2,70,165,34
6,8,8,21.2,32,50,1,60,0.3,30,0,80,165,39
7,6,7,19.9,31.9,45,3,15,0.2,0,2,80,177,74
7,7,8,22.9,28.7,40,2,60,0.1,0,0,60,177,82
7,6,6,18.4,33.7,50,3,15,0.4,0,1,70,200,90
8,7,7,24.7,29.7,45,3,60,0.3,20,2,80,177,57
7,7,6,24.6,35.1,35,2,30,0.4,20,2,70,200,47
7,8,7,21.4,30.6,45,1.5,15,0.3,30,2,60,165,73
8,8,7,18.9,25.5,50,2.5,45,0.2,40,1,60,200,57
4,7,7,21.4,32.8,40,2,15,0.1,40,1,70,200,56
6,9,8,20.5,28.8,45,3,45,0.4,40,1,70,177,35
4,8,8,18.9,30.2,50,2,75,0.3,0,0,80,200,10
8,9,6,23.1,31.5,40,2,60,0.1,30,2,80,200,81
7,8,7,22.4,31.8,30,2.5,45,0.1,0,0,80,177,20
4,7,8,22.1,28.6,40,1,30,0.3,0,1,70,190,76
8,7,8,23.4,29.7,45,3,75,0.3,20,1,80,190,48
7,7,8,18.8,28.8,50,3,90,0.1,40,0,60,165,79
6,8,8,19.2,33.2,30,2,45,0.2,30,0,80,177,3
7,8,7,21.6,26.2,45,1.5,75,0.3,40,2,60,177,54
7,8,8,21,29.3,40,2.5,60,0.1,20,1,70,177,26
8,9,8,18.9,27.5,45,3,30,0.5,40,0,80,200,8
6,5,6,26.6,34.5,35,1,60,0.5,20,1,60,165,32
5,8,6,24.5,31.7,35,1.5,75,0.2,0,2,80,165,69
5,7,7,19.5,29.5,30,1,45,0.1,20,1,60,177,65
5,9,8,18.1,29.7,50,3,15,0.3,40,1,60,200,26
6,8,8,21.3,28.2,30,1,75,0.5,30,1,80,200,38
8,7,8,22.2,28.6,35,1,90,0.2,20,1,60,190,74
5,9,8,20.2,28.6,35,3,45,0.4,40,0,60,190,52
5,8,8,20.1,31.8,40,1,45,0.2,40,1,60,190,84
6,7,7,18.6,31.9,40,1.5,45,0.3,20,1,80,177,14
6,9,8,18.9,28.4,30,3,45,0.1,40,0,80,177,61
4,7,8,22.9,28.3,45,1,75,0.2,0,0,60,165,63
7,8,8,19.6,31.4,30,2.5,15,0.1,40,1,60,190,36
6,9,8,17.3,28.4,40,1,30,0.5,20,2,80,200,48
6,8,8,17.9,28,30,2.5,45,0.5,30,0,60,190,55
8,7,7,24.8,26,35,2.5,75,0.5,20,2,60,165,56
6,9,7,19.9,33.8,45,1.5,60,0.5,20,2,70,165,72
6,8,7,23.3,28,50,2.5,90,0.1,40,2,70,200,4
7,8,6,23.3,27,50,2,45,0.1,30,2,60,177,34
5,8,7,18.5,32.7,30,1,45,0.5,0,2,80,200,30
6,8,7,18.5,26.9,30,1.5,60,0.2,40,1,60,177,51
5,7,8,24.7,28.2,30,1.5,90,0.2,30,0,60,190,8
6,8,8,19.4,27.8,40,2,90,0.3,40,0,60,165,15
9,7,6,19.3,32.8,45,2,45,0.3,30,2,70,165,71
6,9,7,22.8,24.3,35,3,75,0.5,40,1,70,200,68
3,8,7,20.8,30.3,35,2,30,0.1,0,0,60,190,83
5,7,8,22.3,32.1,50,2.5,60,0.4,0,0,70,165,24
6,7,7,24.2,27.3,40,1.5,90,0.2,0,2,70,177,31
9,9,7,20.1,27.4,50,2.5,75,0.1,30,2,60,165,80
6,6,8,15.3,24.8,30,1,45,0.2,40,0,60,200,64
7,9,7,22.5,30.1,45,3,30,0.3,30,2,60,165,8
7,7,7,19.2,33.1,50,2,75,0.5,20,1,80,200,27
7,8,7,20.4,27.1,35,2.5,45,0.2,40,2,70,165,5
7,8,8,20.6,31.9,35,3,45,0.4,20,2,80,177,48
8,8,8,19.5,29.9,45,2.5,30,0.1,40,2,70,165,55
7,9,8,19.8,27.8,40,3,15,0.1,30,0,80,177,5
8,8,8,24.6,29.4,50,1.5,60,0.2,30,2,70,165,58
6,6,5,17,36.2,50,1,30,0.2,0,2,60,177,83
8,9,8,23.2,30.3,50,2.5,30,0.2,40,1,80,190,66
5,7,7,21.7,25.4,40,1.5,75,0.4,20,0,70,190,61
6,8,9,23.9,29.8,35,3,90,0.4,0,0,80,200,33
7,9,9,20.1,28.8,30,3,45,0.3,20,1,60,190,57
5,7,8,18.6,29,35,1.5,75,0.4,20,0,60,165,14
8,8,7,22.5,27.9,50,2,90,0.2,20,2,70,165,89
8,7,7,18.2,25.9,45,2.5,45,0.4,30,1,60,200,52
4,8,7,23.4,35.3,50,1,15,0.3,0,2,60,200,28
5,8,8,18.6,31.2,45,1,45,0.5,0,1,80,200,24
6,8,8,20.8,31.1,50,3,75,0.3,20,0,70,165,40
5,8,7,21.3,34.1,30,2,15,0.2,40,0,70,200,37
5,8,7,22.2,26.3,35,2.5,60,0.2,0,1,80,190,60
7,6,8,23,29.2,40,1.5,60,0.2,0,1,60,190,53
6,8,8,19.3,32.3,50,1.5,45,0.4,20,1,70,177,75
6,7,6,20.8,36.3,50,1.5,60,0.2,0,1,70,200,20
6,8,6,22.4,21.9,35,2.5,75,0.3,30,1,80,190,57
5,8,8,20.7,31.5,45,2,60,0.4,30,0,80,190,81
5,8,7,21.5,34.7,35,1.5,60,0.3,0,1,60,200,52
5,7,8,21.7,32.8,30,2.5,90,0.5,0,1,70,190,79
6,6,7,20.4,33.2,40,2,30,0.1,0,1,70,190,63
8,8,7,22.4,34.7,30,2,90,0.1,40,2,60,190,15
6,8,8,21.2,28,40,1.5,15,0.2,40,0,70,200,13
7,8,6,19.8,35.5,40,2.5,75,0.3,20,0,80,165,46
6,8,9,22.2,30.2,50,2,30,0.4,40,1,60,200,43
5,7,9,17.3,29.4,30,3,75,0.4,20,0,80,165,49
5,8,6,20.9,40.2,45,2,60,0.5,20,0,70,177,47
5,7,7,19.3,25,30,2.5,30,0.3,0,0,70,190,37
9,9,7,21,24.1,40,2,75,0.3,40,1,80,177,92
4,5,6,14.5,32.1,50,1,60,0.1,0,1,80,177,66
6,7,9,19.7,32,40,2,90,0.5,20,1,60,165,3
6,7,5,21.7,26.7,50,1,75,0.2,0,2,80,177,53
6,7,8,24.1,30.4,45,2.5,15,0.3,40,0,60,177,25
6,8,9,22.2,29.9,45,2.5,30,0.5,40,0,80,165,66
4,6,7,19.5,27.7,45,1,75,0.4,0,0,60,177,37
6,8,8,22.4,29.9,35,1,90,0.5,30,2,80,165,32
4,8,7,20.7,32.2,30,3,15,0.1,0,1,60,200,49
3,6,9,17.1,28.4,50,2.5,30,0.5,20,0,80,190,20
7,8,7,20.6,30.3,35,2.5,75,0.1,40,1,60,165,80
5,8,9,20.8,29.5,50,3,60,0.5,30,0,80,200,24
5,9,8,18.6,29,30,1,15,0.4,30,1,70,177,66
7,7,7,22.3,29.9,35,3,60,0.2,0,2,60,200,86
6,8,7,21.6,26.4,40,3,75,0.4,30,1,80,200,93
5,7,8,21.1,30,50,3,45,0.1,30,0,80,190,77
5,8,8,21.5,32.2,45,1.5,90,0.1,0,0,80,190,60
8,9,7,22.5,32.9,40,1.5,90,0.4,40,2,70,165,41
5,8,8,20.2,32.2,30,2,45,0.2,30,0,80,200,37
9,8,6,19.6,23.5,40,3,60,0.4,40,2,60,165,53
6,8,7,19.7,31,35,2.5,30,0.4,20,1,80,200,48
7,7,7,20.5,31.3,40,3,30,0.4,0,2,60,165,78
6,7,7,22.3,29.6,40,1.5,60,0.3,40,1,80,177,76
8,7,7,19.3,26.9,35,1,45,0.4,40,2,60,177,63
6,6,7,18,32.8,40,1.5,15,0.2,20,1,70,190,87
6,8,5,23,37.2,45,1.5,30,0.1,40,1,60,165,32
4,8,7,23.2,34.4,45,1.5,45,0.2,0,0,60,165,21
5,8,9,18.7,25.6,30,1,75,0.4,30,0,60,165,12
6,7,7,22.6,27.4,50,1.5,75,0.2,40,1,60,165,10
6,8,7,20.9,34.7,45,2.5,90,0.3,0,1,70,200,48
6,8,7,20.4,32.4,35,2.5,90,0.2,30,1,80,177,3
7,8,8,20.6,28.3,50,1.5,75,0.3,20,1,70,177,4
5,9,7,21.2,24.2,45,1,30,0.4,30,1,80,200,74
7,8,4,20.3,21.6,30,2,60,0.1,20,2,70,200,65
4,6,7,17.5,32.6,40,2.5,75,0.2,0,0,80,177,39
6,6,8,19.2,30.5,35,1,30,0.2,20,2,80,190,2
7,8,7,25,28,35,2.5,60,0.5,30,2,70,165,27
5,8,6,21.9,35.5,30,1,60,0.2,0,0,70,200,51
7,9,7,18.5,33.4,30,3,90,0.1,40,0,70,190,34
8,7,7,20.9,29.9,45,3,45,0.1,30,2,70,177,31
6,9,7,22.3,31.1,50,3,45,0.1,40,1,60,190,20
8,7,7,17.5,31.6,40,3,45,0.2,40,2,60,177,40
7,8,7,18.6,28.7,30,3,75,0.4,30,2,80,200,74
6,8,8,22.5,32.7,40,1.5,30,0.4,40,1,80,165,20
7,8,8,21.3,32.7,40,1,30,0.4,40,1,70,177,2
8,9,7,20.9,30,45,2.5,75,0.5,30,2,80,165,59
8,7,8,16.7,32,30,3,75,0.4,20,2,70,190,40
6,10,8,20.5,32.7,40,2,30,0.1,40,1,70,165,21
5,7,8,18.9,29,50,1.5,30,0.1,0,1,80,200,75
6,7,9,19.3,30.3,30,1.5,30,0.1,30,0,80,177,55
7,8,8,24.8,27.9,40,2,75,0.4,20,1,60,165,87
4,8,7,20.8,33,50,2,15,0.1,30,1,60,200,5
3,7,5,21.2,23.8,40,2,30,0.1,20,2,80,165,13
6,7,5,19.1,37.8,35,1.5,30,0.5,20,2,80,177,56
5,7,7,16.6,25.7,50,1.5,90,0.2,30,0,80,190,75
9,7,8,22.9,30.1,50,2.5,90,0.3,40,2,80,165,33
5,9,8,21.2,30.2,30,3,45,0.5,40,0,80,165,81
4,8,8,21.6,33.6,35,1,30,0.4,40,0,80,177,8
6,8,6,18.6,34.5,30,1,30,0.1,40,2,60,165,89
6,9,7,21.4,28.1,45,2,75,0.3,20,2,70,177,11
7,8,7,21.8,28.7,50,2.5,75,0.3,40,2,70,200,85
7,6,8,23.8,29.5,50,1.5,75,0.3,0,0,70,190,92
7,8,6,20.2,38.8,50,1,30,0.4,40,0,80,190,27
6,7,7,18.2,33.4,50,3,75,0.1,30,0,80,200,31
5,7,6,19.9,35.2,30,1.5,45,0.2,20,1,80,190,43
5,7,7,21.8,27.9,45,2,75,0.5,0,2,60,200,90
6,8,6,19.5,33.2,45,1,90,0.3,20,2,70,177,81
7,8,7,21.3,25.1,30,3,75,0.4,40,1,70,177,77
3,7,7,19.6,31.5,35,2,30,0.1,30,1,70,165,82
7,8,8,23.1,32.1,30,2,15,0.5,20,1,80,200,74
8,9,8,21.3,31.2,35,1,45,0.3,20,2,60,200,69
7,7,8,22.6,29.6,35,3,30,0.3,20,2,70,165,36
7,7,7,21.4,35.7,30,2.5,90,0.5,0,0,70,200,78
4,7,7,18.4,33.8,40,1.5,30,0.2,20,0,80,165,17
5,9,8,22,28.9,30,2.5,15,0.5,40,0,80,190,10
6,6,7,26.2,28.3,35,2.5,15,0.3,30,0,70,165,26
5,7,6,20.4,35.8,35,3,60,0.2,20,1,80,165,29
7,9,7,25.4,35.3,30,1,60,0.4,40,2,70,190,47
5,9,8,20.7,27.5,35,1,15,0.5,40,1,80,190,3
5,8,8,21.4,26.6,30,3,60,0.1,30,1,60,177,60
7,8,8,22.7,31.2,35,1.5,90,0.4,30,2,70,165,39
7,7,8,24.1,32.6,45,1,60,0.5,40,2,80,200,63
6,7,7,24.5,28.2,45,2.5,75,0.2,20,2,80,177,81
7,8,8,21,27.4,30,2,15,0.5,30,2,70,200,43
5,7,9,22.7,31,35,1,15,0.2,20,0,80,200,18
6,7,8,21.7,29.1,30,2,30,0.2,30,0,70,177,36
5,9,8,21.1,30.7,35,1.5,75,0.1,40,1,80,177,6
5,6,7,22.3,35.8,30,1,45,0.4,0,0,60,190,27
7,7,7,24,35.1,40,2,15,0.5,0,1,60,165,83
4,6,7,19.8,24.3,45,2.5,30,0.2,20,0,70,200,75
8,8,7,18.4,25.5,50,2.5,90,0.4,20,2,80,177,72
7,7,7,21.7,28.5,50,1.5,90,0.2,30,2,80,177,85
7,8,7,20.2,35.7,35,2,45,0.4,30,2,60,165,62
6,9,9,23.1,29.1,50,1,30,0.4,40,1,70,200,25
5,8,7,21.6,33.3,40,3,90,0.1,20,0,60,165,48
7,6,8,18.6,29,35,2,75,0.5,0,2,80,190,39
10,7,7,18.4,28.3,50,1,60,0.1,20,2,80,200,91
6,6,7,16,28.4,30,2.5,75,0.4,0,0,70,165,7
5,8,8,21.3,29.4,45,1.5,30,0.1,30,1,60,190,43
3,8,6,19.7,22.8,40,2.5,30,0.4,0,0,80,190,40
7,9,6,22.5,22.1,40,1,15,0.2,30,1,80,177,92
5,9,7,22.9,28.3,35,2.5,45,0.5,0,1,70,177,35
5,8,7,19.6,26.4,50,1.5,30,0.5,40,1,70,165,15
7,8,9,20.9,29.5,50,1.5,45,0.4,30,0,70,177,58
8,8,6,22,32.9,30,2,45,0.3,40,2,70,177,16
6,8,8,21.1,30,50,2,45,0.2,20,1,70,200,52
9,9,8,18.7,31.6,30,2,90,0.4,40,1,80,200,84
6,7,7,24.1,32.7,45,2.5,60,0.3,30,2,60,200,19
6,7,9,21.1,31.4,40,1,30,0.4,30,1,80,190,25
6,7,7,24.1,34.4,30,3,60,0.5,20,1,60,200,64
6,9,8,22.9,30.9,40,3,90,0.5,0,1,70,200,25
7,7,8,19.8,28.6,35,2.5,75,0.3,20,2,80,200,41
9,7,7,15,32.6,35,2.5,90,0.2,40,2,70,190,77
8,8,8,19.6,28,30,2.5,90,0.2,30,2,60,190,91
6,8,8,20.1,24.5,30,1.5,45,0.4,30,0,60,200,70
6,8,7,22.7,28.1,45,3,15,0.2,0,2,70,200,1
8,8,8,21.6,29,40,1,90,0.1,30,2,70,165,57
5,7,6,17.9,35.2,40,1.5,30,0.2,0,1,60,165,79
6,7,7,19.2,27.2,35,3,60,0.3,0,0,70,190,33
7,8,8,23.7,31.8,50,2,30,0.1,40,0,80,190,19
5,7,7,21.8,27.3,50,1.5,90,0.2,0,1,60,200,7
5,8,6,21.7,35.7,45,2,60,0.3,20,1,80,177,35
6,9,8,20.6,29.1,40,1,15,0.4,40,2,80,190,51
5,7,8,22.5,33.1,40,3,75,0.1,20,0,80,165,36
6,7,7,22.5,27,45,2.5,75,0.1,20,1,60,190,62
5,8,6,22.3,34.4,40,3,30,0.1,20,1,60,190,39
5,8,7,20.2,28.6,40,2,15,0.5,20,1,70,190,57
7,8,9,19.3,29.9,35,1.5,45,0.4,40,1,70,165,37
4,6,6,21.3,21.6,50,2.5,45,0.4,0,1,80,200,28
6,7,7,20.5,33,50,1,15,0.1,0,2,80,165,72
6,7,8,19.6,33.2,30,1,45,0.5,20,0,70,165,23
6,7,8,22.8,28.4,30,3,75,0.4,20,1,60,165,34
6,8,8,17.9,30.4,50,1.5,45,0.4,40,2,60,177,83
5,7,9,22.8,33.6,45,2.5,15,0.1,30,0,70,200,90
5,7,8,23.9,30.7,35,2.5,60,0.1,20,1,70,177,88
8,8,8,16.6,31.8,30,2,45,0.3,30,2,80,200,29
4,9,8,22.2,28.5,40,1,90,0.3,20,0,60,200,60
8,9,6,20.6,34.8,40,3,75,0.5,30,2,80,165,32
6,7,8,18.3,31.3,50,1.5,15,0.1,20,1,60,177,54
5,7,6,23.5,35.1,40,1.5,75,0.2,0,2,80,200,1
6,6,7,23.7,29.1,40,3,60,0.4,20,2,70,177,38
8,9,7,22,27.2,30,2.5,90,0.4,30,2,70,200,46
6,8,7,21.5,24.9,40,1,60,0.2,40,1,80,190,41
8,8,8,19.8,30.1,50,2.5,45,0.3,40,1,70,200,76
5,8,7,20.1,32.3,40,1,90,0.4,0,1,60,177,2
5,8,7,20.2,27.2,50,1,90,0.3,20,0,60,190,49
5,8,9,19.3,29.4,45,2.5,15,0.5,40,0,80,190,67
6,7,6,19.4,25.3,35,2.5,45,0.4,0,2,70,165,61
6,7,7,22.1,29,40,1,45,0.2,40,2,70,190,74
5,8,7,20.6,25.8,30,1.5,45,0.2,40,2,80,190,89
5,7,7,24.4,28.6,45,2,45,0.5,0,2,70,177,76
7,8,8,19.6,28,35,1,75,0.2,0,1,80,177,7
6,7,8,18.2,27.7,50,2.5,45,0.2,40,0,80,190,61
8,7,8,23.9,31.5,35,3,90,0.5,0,1,70,200,33
6,7,5,24.6,42,45,2.5,45,0.5,40,1,70,200,47
6,8,7,23.6,32.4,40,2,90,0.3,30,1,80,177,25
5,6,7,20.9,25.9,35,2,60,0.2,0,1,70,165,1
4,8,8,21.2,33.7,40,2,75,0.4,30,0,60,165,27
7,9,8,19.5,31.7,50,3,60,0.3,40,1,60,165,70
9,7,7,24.2,24.8,50,2,30,0.3,40,2,60,200,74
5,7,8,19.2,28.2,45,3,45,0.5,0,1,80,177,56
3,6,9,23.5,30.4,45,1,75,0.5,0,1,70,200,4
9,8,7,21.2,31.5,50,3,75,0.2,20,1,80,165,70
6,7,6,19.9,32.1,45,2,45,0.1,0,1,80,190,21
6,8,8,20.9,28.2,35,1.5,75,0.1,40,0,70,177,43
4,7,6,16.4,33.9,30,1.5,30,0.3,20,1,60,165,33
6,8,7,17.1,30.5,50,3,15,0.2,40,1,70,177,28
6,7,7,22.1,31.4,40,1,30,0.1,0,2,70,177,27
6,6,7,26.9,34,50,2,30,0.4,30,2,80,200,16
5,6,9,19.6,28,35,1,30,0.5,0,1,70,200,52
6,8,9,21.2,28.5,45,2,45,0.4,20,1,80,200,67
8,7,7,19.5,27.3,30,3,15,0.5,20,2,60,177,29
7,6,7,19.6,32.1,45,2,60,0.2,0,1,80,200,60
6,9,6,21.5,34.7,40,1.5,15,0.3,30,1,80,200,69
6,8,6,21.2,34.1,50,3,75,0.1,0,2,60,200,6
6,8,8,23.3,29.4,45,1.5,75,0.1,0,1,60,190,56
6,7,9,17.9,29.1,30,2.5,15,0.4,20,1,60,200,17
5,7,7,19.7,24.1,45,3,45,0.5,20,0,60,177,69
8,7,6,25.5,33.8,40,1.5,90,0.1,0,2,60,190,26
4,7,8,21.6,30.9,35,3,30,0.4,0,1,60,190,84
7,8,9,21.3,31.6,35,1,60,0.2,20,0,80,165,2
6,7,8,20.3,28.9,40,3,45,0.4,20,1,80,200,49
6,7,7,23.8,27.1,50,1.5,90,0.1,0,0,60,190,19
7,9,8,19.2,31.1,40,1.5,90,0.5,40,0,70,165,83
